geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date_range,visitor_flows,pop_flows,policy,policy_type
51,54,-78.66634949,37.5108731,-80.6137069,38.6425671,04/13/20 - 04/19/20,4747,124971,0,NON
51,55,-78.66634949,37.5108731,-89.73293306,44.63994411,04/13/20 - 04/19/20,227,5976,0,NON
51,56,-78.66634949,37.5108731,-107.5513942,42.99953746,04/13/20 - 04/19/20,145,3817,0,NON
51,72,-78.66634949,37.5108731,-66.41466678,18.21569834,04/13/20 - 04/19/20,4,105,0,NON
1,51,-86.844521,32.75687994,-78.66634949,37.5108731,04/13/20 - 04/19/20,1057,15422,0,NON
2,51,-151.2505488,63.78846948,-78.66634949,37.5108731,04/13/20 - 04/19/20,4,157,0,NON
4,51,-111.6644603,34.29309519,-78.66634949,37.5108731,04/13/20 - 04/19/20,174,4563,0,NON
5,51,-92.43923686,34.89977242,-78.66634949,37.5108731,04/13/20 - 04/19/20,352,5809,0,NON
6,51,-119.6638459,37.21530826,-78.66634949,37.5108731,04/13/20 - 04/19/20,650,22647,0,NON
8,51,-105.5478211,38.9985316,-78.66634949,37.5108731,04/13/20 - 04/19/20,135,3691,0,NON
9,51,-72.73825768,41.57516415,-78.66634949,37.5108731,04/13/20 - 04/19/20,316,10310,0,NON
10,51,-75.45249263,38.99497529,-78.66634949,37.5108731,04/13/20 - 04/19/20,616,17224,0,NON
11,51,-77.0162909,38.90477389,-78.66634949,37.5108731,04/13/20 - 04/19/20,4449,155416,0,NON
12,51,-82.46641839,28.47705841,-78.66634949,37.5108731,04/13/20 - 04/19/20,3364,71387,0,NON
13,51,-83.42714021,32.63861711,-78.66634949,37.5108731,04/13/20 - 04/19/20,2746,51720,0,NON
15,51,-158.1099738,20.9951112,-78.66634949,37.5108731,04/13/20 - 04/19/20,33,1043,0,NON
16,51,-114.659414,44.38905509,-78.66634949,37.5108731,04/13/20 - 04/19/20,60,1587,0,NON
17,51,-89.14863899,40.12420083,-78.66634949,37.5108731,04/13/20 - 04/19/20,878,21774,0,NON
18,51,-86.28183839,39.91986962,-78.66634949,37.5108731,04/13/20 - 04/19/20,581,13351,0,NON
19,51,-93.50009012,42.07464833,-78.66634949,37.5108731,04/13/20 - 04/19/20,258,4820,0,NON
20,51,-98.3801554,38.48472707,-78.66634949,37.5108731,04/13/20 - 04/19/20,119,2264,0,NON
21,51,-85.29055223,37.52661417,-78.66634949,37.5108731,04/13/20 - 04/19/20,1281,28769,0,NON
22,51,-91.81423318,30.9090729,-78.66634949,37.5108731,04/13/20 - 04/19/20,374,7086,0,NON
23,51,-69.20275986,45.27432853,-78.66634949,37.5108731,04/13/20 - 04/19/20,141,5161,0,NON
24,51,-76.68717734,38.94649396,-78.66634949,37.5108731,04/13/20 - 04/19/20,21838,647153,0,NON
25,51,-71.50397204,42.16009327,-78.66634949,37.5108731,04/13/20 - 04/19/20,455,16759,0,NON
26,51,-85.73095291,44.8747736,-78.66634949,37.5108731,04/13/20 - 04/19/20,357,10217,0,NON
27,51,-94.1983056,46.34911038,-78.66634949,37.5108731,04/13/20 - 04/19/20,188,4949,0,NON
28,51,-89.65335941,32.71289227,-78.66634949,37.5108731,04/13/20 - 04/19/20,532,8938,0,NON
29,51,-92.4774252,38.36763044,-78.66634949,37.5108731,04/13/20 - 04/19/20,510,9922,0,NON
30,51,-109.645207,47.03342111,-78.66634949,37.5108731,04/13/20 - 04/19/20,25,798,0,NON
31,51,-99.81085586,41.52715113,-78.66634949,37.5108731,04/13/20 - 04/19/20,55,1029,0,NON
32,51,-116.6552487,39.35618587,-78.66634949,37.5108731,04/13/20 - 04/19/20,160,4191,0,NON
33,51,-71.57124317,43.68023706,-78.66634949,37.5108731,04/13/20 - 04/19/20,113,3484,0,NON
34,51,-74.65561231,40.11017985,-78.66634949,37.5108731,04/13/20 - 04/19/20,1359,38824,0,NON
35,51,-106.1084439,34.42130099,-78.66634949,37.5108731,04/13/20 - 04/19/20,86,2919,0,NON
36,51,-75.59654322,42.92123355,-78.66634949,37.5108731,04/13/20 - 04/19/20,1814,59092,0,NON
37,51,-79.13090892,35.52603039,-78.66634949,37.5108731,04/13/20 - 04/19/20,26151,566600,0,NON
38,51,-100.4693908,47.44631042,-78.66634949,37.5108731,04/13/20 - 04/19/20,20,454,0,NON
39,51,-82.70937701,40.41548691,-78.66634949,37.5108731,04/13/20 - 04/19/20,1342,31955,0,NON
40,51,-97.50822793,35.58346465,-78.66634949,37.5108731,04/13/20 - 04/19/20,320,5430,0,NON
41,51,-120.6052563,43.94045139,-78.66634949,37.5108731,04/13/20 - 04/19/20,49,1447,0,NON
42,51,-77.83893801,40.89670051,-78.66634949,37.5108731,04/13/20 - 04/19/20,3794,110159,0,NON
44,51,-71.52472356,41.5946389,-78.66634949,37.5108731,04/13/20 - 04/19/20,79,2639,0,NON
45,51,-80.86459716,33.87785607,-78.66634949,37.5108731,04/13/20 - 04/19/20,2119,40078,0,NON
46,51,-100.2033536,44.44664208,-78.66634949,37.5108731,04/13/20 - 04/19/20,84,2007,0,NON
47,51,-86.34341233,35.84298014,-78.66634949,37.5108731,04/13/20 - 04/19/20,8017,153469,0,NON
48,51,-99.31712097,31.44721219,-78.66634949,37.5108731,04/13/20 - 04/19/20,1872,35771,0,NON
49,51,-111.67825,39.32376871,-78.66634949,37.5108731,04/13/20 - 04/19/20,133,3197,0,NON
50,51,-72.66263037,44.07524823,-78.66634949,37.5108731,04/13/20 - 04/19/20,33,1450,0,NON
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,04/13/20 - 04/19/20,1602258,42181573,0,NON
53,51,-120.5928999,47.41163922,-78.66634949,37.5108731,04/13/20 - 04/19/20,128,3781,0,NON
54,51,-80.6137069,38.6425671,-78.66634949,37.5108731,04/13/20 - 04/19/20,14520,379855,0,NON
55,51,-89.73293306,44.63994411,-78.66634949,37.5108731,04/13/20 - 04/19/20,169,4452,0,NON
56,51,-107.5513942,42.99953746,-78.66634949,37.5108731,04/13/20 - 04/19/20,45,1270,0,NON
72,51,-66.41466678,18.21569834,-78.66634949,37.5108731,04/13/20 - 04/19/20,8,564,0,NON
51,1,-78.66634949,37.5108731,-86.844521,32.75687994,04/20/20 - 04/26/20,679,15978,0,NON
51,2,-78.66634949,37.5108731,-151.2505488,63.78846948,04/20/20 - 04/26/20,8,188,0,NON
51,4,-78.66634949,37.5108731,-111.6644603,34.29309519,04/20/20 - 04/26/20,493,11601,0,NON
51,5,-78.66634949,37.5108731,-92.43923686,34.89977242,04/20/20 - 04/26/20,530,12471,0,NON
51,6,-78.66634949,37.5108731,-119.6638459,37.21530826,04/20/20 - 04/26/20,790,18590,0,NON
51,8,-78.66634949,37.5108731,-105.5478211,38.9985316,04/20/20 - 04/26/20,343,8071,0,NON
51,9,-78.66634949,37.5108731,-72.73825768,41.57516415,04/20/20 - 04/26/20,289,6800,0,NON
51,10,-78.66634949,37.5108731,-75.45249263,38.99497529,04/20/20 - 04/26/20,656,15436,0,NON
51,11,-78.66634949,37.5108731,-77.0162909,38.90477389,04/20/20 - 04/26/20,9921,233458,0,NON
51,12,-78.66634949,37.5108731,-82.46641839,28.47705841,04/20/20 - 04/26/20,2123,49957,0,NON
51,13,-78.66634949,37.5108731,-83.42714021,32.63861711,04/20/20 - 04/26/20,1763,41486,0,NON
51,15,-78.66634949,37.5108731,-158.1099738,20.9951112,04/20/20 - 04/26/20,4,94,0,NON
51,16,-78.66634949,37.5108731,-114.659414,44.38905509,04/20/20 - 04/26/20,69,1623,0,NON
51,17,-78.66634949,37.5108731,-89.14863899,40.12420083,04/20/20 - 04/26/20,933,21955,0,NON
51,18,-78.66634949,37.5108731,-86.28183839,39.91986962,04/20/20 - 04/26/20,801,18848,0,NON
51,19,-78.66634949,37.5108731,-93.50009012,42.07464833,04/20/20 - 04/26/20,264,6212,0,NON
51,20,-78.66634949,37.5108731,-98.3801554,38.48472707,04/20/20 - 04/26/20,188,4423,0,NON
51,21,-78.66634949,37.5108731,-85.29055223,37.52661417,04/20/20 - 04/26/20,1627,38286,0,NON
51,22,-78.66634949,37.5108731,-91.81423318,30.9090729,04/20/20 - 04/26/20,267,6282,0,NON
51,23,-78.66634949,37.5108731,-69.20275986,45.27432853,04/20/20 - 04/26/20,60,1411,0,NON
51,24,-78.66634949,37.5108731,-76.68717734,38.94649396,04/20/20 - 04/26/20,14376,338292,0,NON
51,25,-78.66634949,37.5108731,-71.50397204,42.16009327,04/20/20 - 04/26/20,334,7859,0,NON
51,26,-78.66634949,37.5108731,-85.73095291,44.8747736,04/20/20 - 04/26/20,319,7506,0,NON
51,27,-78.66634949,37.5108731,-94.1983056,46.34911038,04/20/20 - 04/26/20,187,4400,0,NON
51,28,-78.66634949,37.5108731,-89.65335941,32.71289227,04/20/20 - 04/26/20,234,5506,0,NON
51,29,-78.66634949,37.5108731,-92.4774252,38.36763044,04/20/20 - 04/26/20,696,16378,0,NON
51,30,-78.66634949,37.5108731,-109.645207,47.03342111,04/20/20 - 04/26/20,88,2070,0,NON
51,31,-78.66634949,37.5108731,-99.81085586,41.52715113,04/20/20 - 04/26/20,141,3317,0,NON
51,32,-78.66634949,37.5108731,-116.6552487,39.35618587,04/20/20 - 04/26/20,164,3859,0,NON
51,33,-78.66634949,37.5108731,-71.57124317,43.68023706,04/20/20 - 04/26/20,97,2282,0,NON
51,34,-78.66634949,37.5108731,-74.65561231,40.11017985,04/20/20 - 04/26/20,1210,28473,0,NON
51,35,-78.66634949,37.5108731,-106.1084439,34.42130099,04/20/20 - 04/26/20,234,5506,0,NON
51,36,-78.66634949,37.5108731,-75.59654322,42.92123355,04/20/20 - 04/26/20,1253,29485,0,NON
51,37,-78.66634949,37.5108731,-79.13090892,35.52603039,04/20/20 - 04/26/20,17197,404675,0,NON
51,38,-78.66634949,37.5108731,-100.4693908,47.44631042,04/20/20 - 04/26/20,27,635,0,NON
51,39,-78.66634949,37.5108731,-82.70937701,40.41548691,04/20/20 - 04/26/20,1689,39745,0,NON
51,40,-78.66634949,37.5108731,-97.50822793,35.58346465,04/20/20 - 04/26/20,466,10965,0,NON
51,41,-78.66634949,37.5108731,-120.6052563,43.94045139,04/20/20 - 04/26/20,96,2259,0,NON
51,42,-78.66634949,37.5108731,-77.83893801,40.89670051,04/20/20 - 04/26/20,3478,81843,0,NON
51,44,-78.66634949,37.5108731,-71.52472356,41.5946389,04/20/20 - 04/26/20,18,423,0,NON
51,45,-78.66634949,37.5108731,-80.86459716,33.87785607,04/20/20 - 04/26/20,2555,60123,0,NON
51,46,-78.66634949,37.5108731,-100.2033536,44.44664208,04/20/20 - 04/26/20,78,1835,0,NON
51,47,-78.66634949,37.5108731,-86.34341233,35.84298014,04/20/20 - 04/26/20,9891,232752,0,NON
51,48,-78.66634949,37.5108731,-99.31712097,31.44721219,04/20/20 - 04/26/20,1541,36262,0,NON
51,49,-78.66634949,37.5108731,-111.67825,39.32376871,04/20/20 - 04/26/20,203,4776,0,NON
51,50,-78.66634949,37.5108731,-72.66263037,44.07524823,04/20/20 - 04/26/20,41,964,0,NON
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,04/20/20 - 04/26/20,1695696,39902660,0,NON
51,53,-78.66634949,37.5108731,-120.5928999,47.41163922,04/20/20 - 04/26/20,179,4212,0,NON
51,54,-78.66634949,37.5108731,-80.6137069,38.6425671,04/20/20 - 04/26/20,4956,116623,0,NON
51,55,-78.66634949,37.5108731,-89.73293306,44.63994411,04/20/20 - 04/26/20,272,6400,0,NON
51,56,-78.66634949,37.5108731,-107.5513942,42.99953746,04/20/20 - 04/26/20,94,2211,0,NON
51,72,-78.66634949,37.5108731,-66.41466678,18.21569834,04/20/20 - 04/26/20,16,376,0,NON
1,51,-86.844521,32.75687994,-78.66634949,37.5108731,04/20/20 - 04/26/20,1076,14292,0,NON
4,51,-111.6644603,34.29309519,-78.66634949,37.5108731,04/20/20 - 04/26/20,319,7245,0,NON
5,51,-92.43923686,34.89977242,-78.66634949,37.5108731,04/20/20 - 04/26/20,532,7860,0,NON
6,51,-119.6638459,37.21530826,-78.66634949,37.5108731,04/20/20 - 04/26/20,960,29201,0,NON
8,51,-105.5478211,38.9985316,-78.66634949,37.5108731,04/20/20 - 04/26/20,176,4159,0,NON
9,51,-72.73825768,41.57516415,-78.66634949,37.5108731,04/20/20 - 04/26/20,450,13450,0,NON
10,51,-75.45249263,38.99497529,-78.66634949,37.5108731,04/20/20 - 04/26/20,861,20895,0,NON
11,51,-77.0162909,38.90477389,-78.66634949,37.5108731,04/20/20 - 04/26/20,4768,153838,0,NON
12,51,-82.46641839,28.47705841,-78.66634949,37.5108731,04/20/20 - 04/26/20,4582,80238,0,NON
13,51,-83.42714021,32.63861711,-78.66634949,37.5108731,04/20/20 - 04/26/20,3497,58863,0,NON
15,51,-158.1099738,20.9951112,-78.66634949,37.5108731,04/20/20 - 04/26/20,20,555,0,NON
16,51,-114.659414,44.38905509,-78.66634949,37.5108731,04/20/20 - 04/26/20,44,1024,0,NON
17,51,-89.14863899,40.12420083,-78.66634949,37.5108731,04/20/20 - 04/26/20,1335,28605,0,NON
18,51,-86.28183839,39.91986962,-78.66634949,37.5108731,04/20/20 - 04/26/20,816,15847,0,NON
19,51,-93.50009012,42.07464833,-78.66634949,37.5108731,04/20/20 - 04/26/20,360,5936,0,NON
20,51,-98.3801554,38.48472707,-78.66634949,37.5108731,04/20/20 - 04/26/20,295,4907,0,NON
21,51,-85.29055223,37.52661417,-78.66634949,37.5108731,04/20/20 - 04/26/20,1579,31246,0,NON
22,51,-91.81423318,30.9090729,-78.66634949,37.5108731,04/20/20 - 04/26/20,456,7698,0,NON
23,51,-69.20275986,45.27432853,-78.66634949,37.5108731,04/20/20 - 04/26/20,189,6183,0,NON
24,51,-76.68717734,38.94649396,-78.66634949,37.5108731,04/20/20 - 04/26/20,25413,680592,0,NON
25,51,-71.50397204,42.16009327,-78.66634949,37.5108731,04/20/20 - 04/26/20,481,15818,0,NON
26,51,-85.73095291,44.8747736,-78.66634949,37.5108731,04/20/20 - 04/26/20,551,13390,0,NON
27,51,-94.1983056,46.34911038,-78.66634949,37.5108731,04/20/20 - 04/26/20,193,4119,0,NON
28,51,-89.65335941,32.71289227,-78.66634949,37.5108731,04/20/20 - 04/26/20,617,9348,0,NON
29,51,-92.4774252,38.36763044,-78.66634949,37.5108731,04/20/20 - 04/26/20,554,9549,0,NON
30,51,-109.645207,47.03342111,-78.66634949,37.5108731,04/20/20 - 04/26/20,20,564,0,NON
31,51,-99.81085586,41.52715113,-78.66634949,37.5108731,04/20/20 - 04/26/20,132,2192,0,NON
32,51,-116.6552487,39.35618587,-78.66634949,37.5108731,04/20/20 - 04/26/20,108,2501,0,NON
33,51,-71.57124317,43.68023706,-78.66634949,37.5108731,04/20/20 - 04/26/20,169,4542,0,NON
34,51,-74.65561231,40.11017985,-78.66634949,37.5108731,04/20/20 - 04/26/20,1951,50516,0,NON
35,51,-106.1084439,34.42130099,-78.66634949,37.5108731,04/20/20 - 04/26/20,80,2286,0,NON
36,51,-75.59654322,42.92123355,-78.66634949,37.5108731,04/20/20 - 04/26/20,2571,75081,0,NON
37,51,-79.13090892,35.52603039,-78.66634949,37.5108731,04/20/20 - 04/26/20,27994,539462,0,NON
38,51,-100.4693908,47.44631042,-78.66634949,37.5108731,04/20/20 - 04/26/20,32,627,0,NON
39,51,-82.70937701,40.41548691,-78.66634949,37.5108731,04/20/20 - 04/26/20,1944,38581,0,NON
40,51,-97.50822793,35.58346465,-78.66634949,37.5108731,04/20/20 - 04/26/20,337,4938,0,NON
41,51,-120.6052563,43.94045139,-78.66634949,37.5108731,04/20/20 - 04/26/20,75,1986,0,NON
42,51,-77.83893801,40.89670051,-78.66634949,37.5108731,04/20/20 - 04/26/20,5554,143299,0,NON
44,51,-71.52472356,41.5946389,-78.66634949,37.5108731,04/20/20 - 04/26/20,88,2618,0,NON
45,51,-80.86459716,33.87785607,-78.66634949,37.5108731,04/20/20 - 04/26/20,2579,43392,0,NON
46,51,-100.2033536,44.44664208,-78.66634949,37.5108731,04/20/20 - 04/26/20,21,442,0,NON
47,51,-86.34341233,35.84298014,-78.66634949,37.5108731,04/20/20 - 04/26/20,8981,153887,0,NON
48,51,-99.31712097,31.44721219,-78.66634949,37.5108731,04/20/20 - 04/26/20,2751,46026,0,NON
49,51,-111.67825,39.32376871,-78.66634949,37.5108731,04/20/20 - 04/26/20,191,4226,0,NON
50,51,-72.66263037,44.07524823,-78.66634949,37.5108731,04/20/20 - 04/26/20,53,2088,0,NON
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,04/20/20 - 04/26/20,1695696,39902660,0,NON
53,51,-120.5928999,47.41163922,-78.66634949,37.5108731,04/20/20 - 04/26/20,192,5077,0,NON
54,51,-80.6137069,38.6425671,-78.66634949,37.5108731,04/20/20 - 04/26/20,15882,374481,0,NON
55,51,-89.73293306,44.63994411,-78.66634949,37.5108731,04/20/20 - 04/26/20,357,7999,0,NON
56,51,-107.5513942,42.99953746,-78.66634949,37.5108731,04/20/20 - 04/26/20,38,954,0,NON
72,51,-66.41466678,18.21569834,-78.66634949,37.5108731,04/20/20 - 04/26/20,6,476,0,NON
51,1,-78.66634949,37.5108731,-86.844521,32.75687994,04/27/20 - 05/03/20,826,19673,1,Resumed Elective Medical Procedures
51,2,-78.66634949,37.5108731,-151.2505488,63.78846948,04/27/20 - 05/03/20,24,571,1,Resumed Elective Medical Procedures
51,4,-78.66634949,37.5108731,-111.6644603,34.29309519,04/27/20 - 05/03/20,588,14005,1,Resumed Elective Medical Procedures
51,5,-78.66634949,37.5108731,-92.43923686,34.89977242,04/27/20 - 05/03/20,545,12980,1,Resumed Elective Medical Procedures
51,6,-78.66634949,37.5108731,-119.6638459,37.21530826,04/27/20 - 05/03/20,1120,26676,1,Resumed Elective Medical Procedures
51,8,-78.66634949,37.5108731,-105.5478211,38.9985316,04/27/20 - 05/03/20,312,7431,1,Resumed Elective Medical Procedures
51,9,-78.66634949,37.5108731,-72.73825768,41.57516415,04/27/20 - 05/03/20,343,8169,1,Resumed Elective Medical Procedures
51,10,-78.66634949,37.5108731,-75.45249263,38.99497529,04/27/20 - 05/03/20,751,17887,1,Resumed Elective Medical Procedures
51,11,-78.66634949,37.5108731,-77.0162909,38.90477389,04/27/20 - 05/03/20,10569,251735,1,Resumed Elective Medical Procedures
51,12,-78.66634949,37.5108731,-82.46641839,28.47705841,04/27/20 - 05/03/20,3573,85102,1,Resumed Elective Medical Procedures
51,13,-78.66634949,37.5108731,-83.42714021,32.63861711,04/27/20 - 05/03/20,2589,61665,1,Resumed Elective Medical Procedures
51,15,-78.66634949,37.5108731,-158.1099738,20.9951112,04/27/20 - 05/03/20,28,666,1,Resumed Elective Medical Procedures
51,16,-78.66634949,37.5108731,-114.659414,44.38905509,04/27/20 - 05/03/20,64,1524,1,Resumed Elective Medical Procedures
51,17,-78.66634949,37.5108731,-89.14863899,40.12420083,04/27/20 - 05/03/20,998,23770,1,Resumed Elective Medical Procedures
51,18,-78.66634949,37.5108731,-86.28183839,39.91986962,04/27/20 - 05/03/20,917,21841,1,Resumed Elective Medical Procedures
51,19,-78.66634949,37.5108731,-93.50009012,42.07464833,04/27/20 - 05/03/20,209,4978,1,Resumed Elective Medical Procedures
51,20,-78.66634949,37.5108731,-98.3801554,38.48472707,04/27/20 - 05/03/20,222,5287,1,Resumed Elective Medical Procedures
51,21,-78.66634949,37.5108731,-85.29055223,37.52661417,04/27/20 - 05/03/20,1901,45278,1,Resumed Elective Medical Procedures
51,22,-78.66634949,37.5108731,-91.81423318,30.9090729,04/27/20 - 05/03/20,285,6788,1,Resumed Elective Medical Procedures
51,23,-78.66634949,37.5108731,-69.20275986,45.27432853,04/27/20 - 05/03/20,62,1476,1,Resumed Elective Medical Procedures
51,24,-78.66634949,37.5108731,-76.68717734,38.94649396,04/27/20 - 05/03/20,16567,394597,1,Resumed Elective Medical Procedures
51,25,-78.66634949,37.5108731,-71.50397204,42.16009327,04/27/20 - 05/03/20,506,12052,1,Resumed Elective Medical Procedures
51,26,-78.66634949,37.5108731,-85.73095291,44.8747736,04/27/20 - 05/03/20,520,12385,1,Resumed Elective Medical Procedures
51,27,-78.66634949,37.5108731,-94.1983056,46.34911038,04/27/20 - 05/03/20,219,5216,1,Resumed Elective Medical Procedures
51,28,-78.66634949,37.5108731,-89.65335941,32.71289227,04/27/20 - 05/03/20,380,9050,1,Resumed Elective Medical Procedures
51,29,-78.66634949,37.5108731,-92.4774252,38.36763044,04/27/20 - 05/03/20,591,14076,1,Resumed Elective Medical Procedures
51,30,-78.66634949,37.5108731,-109.645207,47.03342111,04/27/20 - 05/03/20,54,1286,1,Resumed Elective Medical Procedures
51,31,-78.66634949,37.5108731,-99.81085586,41.52715113,04/27/20 - 05/03/20,197,4692,1,Resumed Elective Medical Procedures
51,32,-78.66634949,37.5108731,-116.6552487,39.35618587,04/27/20 - 05/03/20,264,6288,1,Resumed Elective Medical Procedures
51,33,-78.66634949,37.5108731,-71.57124317,43.68023706,04/27/20 - 05/03/20,140,3334,1,Resumed Elective Medical Procedures
51,34,-78.66634949,37.5108731,-74.65561231,40.11017985,04/27/20 - 05/03/20,1442,34345,1,Resumed Elective Medical Procedures
51,35,-78.66634949,37.5108731,-106.1084439,34.42130099,04/27/20 - 05/03/20,293,6978,1,Resumed Elective Medical Procedures
51,36,-78.66634949,37.5108731,-75.59654322,42.92123355,04/27/20 - 05/03/20,1545,36799,1,Resumed Elective Medical Procedures
51,37,-78.66634949,37.5108731,-79.13090892,35.52603039,04/27/20 - 05/03/20,20842,496421,1,Resumed Elective Medical Procedures
51,38,-78.66634949,37.5108731,-100.4693908,47.44631042,04/27/20 - 05/03/20,65,1548,1,Resumed Elective Medical Procedures
51,39,-78.66634949,37.5108731,-82.70937701,40.41548691,04/27/20 - 05/03/20,1828,43539,1,Resumed Elective Medical Procedures
51,40,-78.66634949,37.5108731,-97.50822793,35.58346465,04/27/20 - 05/03/20,399,9503,1,Resumed Elective Medical Procedures
51,41,-78.66634949,37.5108731,-120.6052563,43.94045139,04/27/20 - 05/03/20,121,2882,1,Resumed Elective Medical Procedures
51,42,-78.66634949,37.5108731,-77.83893801,40.89670051,04/27/20 - 05/03/20,3935,93725,1,Resumed Elective Medical Procedures
51,45,-78.66634949,37.5108731,-80.86459716,33.87785607,04/27/20 - 05/03/20,4141,98631,1,Resumed Elective Medical Procedures
51,46,-78.66634949,37.5108731,-100.2033536,44.44664208,04/27/20 - 05/03/20,126,3001,1,Resumed Elective Medical Procedures
51,47,-78.66634949,37.5108731,-86.34341233,35.84298014,04/27/20 - 05/03/20,14615,348104,1,Resumed Elective Medical Procedures
51,48,-78.66634949,37.5108731,-99.31712097,31.44721219,04/27/20 - 05/03/20,1943,46278,1,Resumed Elective Medical Procedures
51,49,-78.66634949,37.5108731,-111.67825,39.32376871,04/27/20 - 05/03/20,222,5287,1,Resumed Elective Medical Procedures
51,50,-78.66634949,37.5108731,-72.66263037,44.07524823,04/27/20 - 05/03/20,28,666,1,Resumed Elective Medical Procedures
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,04/27/20 - 05/03/20,1829422,43573726,1,Resumed Elective Medical Procedures
51,53,-78.66634949,37.5108731,-120.5928999,47.41163922,04/27/20 - 05/03/20,196,4668,1,Resumed Elective Medical Procedures
51,54,-78.66634949,37.5108731,-80.6137069,38.6425671,04/27/20 - 05/03/20,5878,140003,1,Resumed Elective Medical Procedures
51,55,-78.66634949,37.5108731,-89.73293306,44.63994411,04/27/20 - 05/03/20,391,9312,1,Resumed Elective Medical Procedures
51,56,-78.66634949,37.5108731,-107.5513942,42.99953746,04/27/20 - 05/03/20,131,3120,1,Resumed Elective Medical Procedures
51,72,-78.66634949,37.5108731,-66.41466678,18.21569834,04/27/20 - 05/03/20,8,190,1,Resumed Elective Medical Procedures
51,44,-78.66634949,37.5108731,-71.52472356,41.5946389,04/27/20 - 05/03/20,91,2167,1,Resumed Elective Medical Procedures
1,51,-86.844521,32.75687994,-78.66634949,37.5108731,04/27/20 - 05/03/20,1161,15568,1,Resumed Elective Medical Procedures
2,51,-151.2505488,63.78846948,-78.66634949,37.5108731,04/27/20 - 05/03/20,4,138,1,Resumed Elective Medical Procedures
4,51,-111.6644603,34.29309519,-78.66634949,37.5108731,04/27/20 - 05/03/20,438,10135,1,Resumed Elective Medical Procedures
5,51,-92.43923686,34.89977242,-78.66634949,37.5108731,04/27/20 - 05/03/20,667,9995,1,Resumed Elective Medical Procedures
6,51,-119.6638459,37.21530826,-78.66634949,37.5108731,04/27/20 - 05/03/20,1275,39577,1,Resumed Elective Medical Procedures
8,51,-105.5478211,38.9985316,-78.66634949,37.5108731,04/27/20 - 05/03/20,261,6120,1,Resumed Elective Medical Procedures
9,51,-72.73825768,41.57516415,-78.66634949,37.5108731,04/27/20 - 05/03/20,560,16552,1,Resumed Elective Medical Procedures
10,51,-75.45249263,38.99497529,-78.66634949,37.5108731,04/27/20 - 05/03/20,683,16727,1,Resumed Elective Medical Procedures
11,51,-77.0162909,38.90477389,-78.66634949,37.5108731,04/27/20 - 05/03/20,5034,165582,1,Resumed Elective Medical Procedures
12,51,-82.46641839,28.47705841,-78.66634949,37.5108731,04/27/20 - 05/03/20,5599,98190,1,Resumed Elective Medical Procedures
13,51,-83.42714021,32.63861711,-78.66634949,37.5108731,04/27/20 - 05/03/20,3775,63284,1,Resumed Elective Medical Procedures
15,51,-158.1099738,20.9951112,-78.66634949,37.5108731,04/27/20 - 05/03/20,20,562,1,Resumed Elective Medical Procedures
16,51,-114.659414,44.38905509,-78.66634949,37.5108731,04/27/20 - 05/03/20,65,1514,1,Resumed Elective Medical Procedures
17,51,-89.14863899,40.12420083,-78.66634949,37.5108731,04/27/20 - 05/03/20,1387,29291,1,Resumed Elective Medical Procedures
18,51,-86.28183839,39.91986962,-78.66634949,37.5108731,04/27/20 - 05/03/20,730,14057,1,Resumed Elective Medical Procedures
19,51,-93.50009012,42.07464833,-78.66634949,37.5108731,04/27/20 - 05/03/20,414,6857,1,Resumed Elective Medical Procedures
20,51,-98.3801554,38.48472707,-78.66634949,37.5108731,04/27/20 - 05/03/20,340,5739,1,Resumed Elective Medical Procedures
21,51,-85.29055223,37.52661417,-78.66634949,37.5108731,04/27/20 - 05/03/20,1904,37412,1,Resumed Elective Medical Procedures
22,51,-91.81423318,30.9090729,-78.66634949,37.5108731,04/27/20 - 05/03/20,380,6489,1,Resumed Elective Medical Procedures
23,51,-69.20275986,45.27432853,-78.66634949,37.5108731,04/27/20 - 05/03/20,159,5298,1,Resumed Elective Medical Procedures
24,51,-76.68717734,38.94649396,-78.66634949,37.5108731,04/27/20 - 05/03/20,27075,719695,1,Resumed Elective Medical Procedures
25,51,-71.50397204,42.16009327,-78.66634949,37.5108731,04/27/20 - 05/03/20,677,22262,1,Resumed Elective Medical Procedures
26,51,-85.73095291,44.8747736,-78.66634949,37.5108731,04/27/20 - 05/03/20,715,16712,1,Resumed Elective Medical Procedures
27,51,-94.1983056,46.34911038,-78.66634949,37.5108731,04/27/20 - 05/03/20,277,6046,1,Resumed Elective Medical Procedures
28,51,-89.65335941,32.71289227,-78.66634949,37.5108731,04/27/20 - 05/03/20,616,9444,1,Resumed Elective Medical Procedures
29,51,-92.4774252,38.36763044,-78.66634949,37.5108731,04/27/20 - 05/03/20,737,12629,1,Resumed Elective Medical Procedures
30,51,-109.645207,47.03342111,-78.66634949,37.5108731,04/27/20 - 05/03/20,45,1261,1,Resumed Elective Medical Procedures
31,51,-99.81085586,41.52715113,-78.66634949,37.5108731,04/27/20 - 05/03/20,80,1333,1,Resumed Elective Medical Procedures
